,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
K0459585,1,8,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0
K0459709,8,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
K0459715,1,4,2,5,1,1,0,1,1,1,0,1,1,0,0,0,0,0
K0459739,2,10,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
K0459742,2,1,3,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
K0459757,1,8,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K0459822,2,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0
K0459833,3,1,2,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0
K0459882,2,3,997,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
K0459900,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
K0459928,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
K0459956,1,2,4,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
K0459960,9,2,8,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0
K0460022,1,2,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
K0460060,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
K0460077,0,0,0,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0
K0460279,1,6,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
K0460395,3,4,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
K0460431,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
K0460450,1,4,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
K0460813,1,2,3,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1
K0460825,4,3,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
K0460848,1,2,4,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
K0460969,4,2,0,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0
K0461049,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
K0461115,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
K0461197,1,6,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
K0461238,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0461317,4,5,0,4,0,0,0,1,1,1,1,0,0,0,0,1,0,0
K0462138,1,0,0,2,1,1,0,0,1,0,1,0,1,1,0,0,0,1
K0462248,1,4,2,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
K0462390,0,0,0,2,1,1,1,0,0,0,1,1,1,1,1,1,0,1
K0462529,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0462723,6,1,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0
K0463126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0463288,1,2,3,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1
K0463347,3,2,1,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0
K0463373,4,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
K0463403,4,9,2,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0
K0463414,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0463473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
K0463503,5,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
K0463622,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0463675,3,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
K0463677,1,4,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1
K0463680,1,6,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
K0463714,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
K0463729,10,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
K0463751,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0463783,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
K0463787,2,1,4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
K0463851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0463937,5,6,3,2,0,1,1,0,1,0,1,0,0,1,1,1,1,1
K0463943,1,4,9,2,1,1,0,1,0,1,1,1,1,0,1,0,1,1
K0463983,4,2,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0
K0464021,3,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0464023,1,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0464053,1,2,4,2,1,0,0,1,1,1,1,1,1,0,0,1,1,1
K0464072,2,4,3,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0
K0464099,8,2,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
K0464147,4,3,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
K0464153,1,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
K0464265,6,4,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0
K0464286,4,3,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0464287,2,1,8,3,1,0,1,0,0,0,1,1,1,1,1,1,0,0
K0464334,4,1,2,4,0,1,1,0,0,1,1,0,1,0,1,0,0,1
K0464349,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0464402,2,5,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
K0464430,3,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
K0464440,1,6,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0
K0464483,1,4,2,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
K0464521,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0464542,5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K0464553,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
K0464615,2,1,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
K0464715,8,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
K0464737,2,1,8,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
K0464743,9,8,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
K0464776,1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0464812,1,2,4,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
K0464838,3,2,8,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
K0464875,1,8,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
K0464896,2,1,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0
K0464926,2,4,3,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
K0464929,1,4,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
K0464988,1,2,8,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
K0465038,2,1,0,3,1,1,0,0,1,0,1,0,1,0,0,1,0,0
K0465053,2,10,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
K0465065,2,1,8,3,1,0,0,0,0,0,1,0,1,1,1,0,0,1
K0465108,2,1,4,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
K0465113,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
K0465144,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K0465229,8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0465254,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
K0465402,5,4,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
K0465438,1,2,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
K0465453,1,5,4,7,1,1,1,1,0,1,1,1,1,0,1,1,0,1
K0465462,6,5,2,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
K0465471,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0465518,2,1,3,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1
K0465530,6,1,3,4,1,1,0,1,1,0,1,1,1,0,0,0,0,0
K0465592,8,9,4,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0
K0465604,2,1,3,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
K0465689,2,1,4,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1
K0465752,6,5,1,5,1,1,0,1,0,0,0,0,1,0,1,0,0,1
K0465770,3,1,6,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
K0465812,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
K0465821,3,2,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1
K0465875,2,1,8,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
K0465906,1,2,9,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0
K0465924,4,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
K0465930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
K0465931,1,2,9,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
K0465952,1,2,6,4,0,1,1,0,1,0,1,0,1,0,0,0,0,1
K0465993,2,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
K0466034,3,2,7,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0
K0466044,1,4,3,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0
K0466047,1,2,4,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
K0466062,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
K0466070,2,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
K0466071,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
K0466208,3,8,9,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
K0466212,3,6,2,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0
K0466218,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K0466224,2,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
K0466228,1,2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
K0466350,1,2,6,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1
K0466365,1,2,3,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0
K0466465,2,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0466511,1,3,2,2,1,0,1,1,1,1,1,0,0,0,1,1,1,1
K0466534,1,2,4,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1
K0466550,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K0466566,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
K0466611,6,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
K0466635,1,8,3,5,0,1,0,1,1,0,1,1,1,0,1,0,0,0
K0466654,1,9,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
K0466707,7,997,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
K0466728,1,2,7,2,1,1,0,0,0,0,1,1,1,0,1,1,0,0
K0466840,1,3,9,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
K0466874,1,2,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
K0466896,1,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0466962,1,2,3,2,0,0,0,1,0,1,1,0,1,0,1,1,0,0
K0466965,2,1,8,4,1,1,0,1,0,0,1,0,1,0,0,1,0,1
K0466984,2,1,10,2,1,0,0,0,0,0,1,1,0,0,0,1,1,1
K0466998,8,3,2,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0
K0467135,1,4,3,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0
K0467198,1,3,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
K0467319,2,4,3,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0
K0467445,4,1,5,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
K0467501,1,11,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0467589,997,8,5,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
K0467604,1,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
K0467609,2,1,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
K0467720,6,2,9,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
K0467743,1,2,8,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1
K0467776,2,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
K0467781,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
K0467785,4,2,8,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1
K0467798,2,6,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0
K0467812,1,2,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
K0467816,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
K0467821,8,3,9,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
K0467840,1,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
K0467963,6,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
K0467993,2,6,4,2,1,1,1,1,0,1,1,0,1,0,0,0,1,0
K0468008,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
K0468033,2,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
K0468053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0468089,1,4,2,6,1,1,0,1,1,1,1,0,1,0,0,0,0,1
K0468105,7,2,6,3,1,1,1,0,0,0,0,1,1,1,1,1,0,1
K0468184,2,1,6,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
K0468359,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K0468376,3,2,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
K0468381,2,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
K0468399,1,5,4,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
K0468410,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
K0468411,1,8,4,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1
K0468426,1,6,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
K0468441,1,8,9,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
K0468460,2,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
K0468480,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
K0468481,2,1,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
K0468525,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K0468612,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
K0468641,2,8,997,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K0468698,4,10,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
K0468742,4,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0
K0468751,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0468792,2,1,4,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
K0468801,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
K0468856,8,9,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
K0468861,2,7,8,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0
K0468872,3,10,2,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1
K0468890,8,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
K0468914,2,1,0,3,1,1,1,0,0,0,1,1,0,0,1,0,0,0
K0468931,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
K0468943,1,10,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
K0468956,9,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
K0468980,10,9,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
K0469003,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0469012,2,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
K0469037,3,8,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
K0469042,1,2,3,2,1,0,1,0,1,0,1,1,0,1,1,0,0,1
K0469044,3,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
K0469071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
K0469077,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0469103,11,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K0469185,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
K0469270,2,4,5,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
K0469285,10,6,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
K0469332,8,3,2,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0
K0469349,9,3,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
K0469370,1,8,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
K0469389,8,1,9,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
K0469423,8,7,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0469448,1,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0
K0469475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0469489,2,6,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
K0469500,1,2,6,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0
K0469512,1,2,6,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
K0469522,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
K0469534,9,3,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
K0469536,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0469577,1,3,8,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0
K0469596,4,2,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
K0469616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K0469617,4,1,7,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
K0469634,2,8,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
K0469682,5,6,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
K0469719,1,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
K0469726,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K0469752,10,9,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
K0469776,2,0,0,2,0,0,1,1,1,1,1,0,0,0,0,1,0,1
K0469788,997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K0469847,2,1,9,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
K0469856,3,9,8,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
K0469862,4,8,2,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
K0469885,1,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
K0469890,1,2,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
K0469933,8,1,4,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1
K0469970,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
K0470014,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K0470043,2,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
K0470055,10,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1
K0470072,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K0470125,3,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K0470140,2,7,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1
K0470143,4,7,9,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
K0470156,3,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K0470230,1,8,10,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
K0470259,2,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
K0470297,8,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K0470375,8,1,9,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
K0470399,1,8,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0470485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K0470496,2,1,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0
K0470511,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0470563,2,4,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0
K0470568,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0470572,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
K0470577,1,2,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
K0470621,2,8,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K0470695,1,2,6,4,1,1,1,1,1,0,1,1,1,1,1,0,1,1
K0470779,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
K0470803,9,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
K0470844,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
K0470854,2,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
K0470943,2,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
K0470955,1,8,9,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
K0470981,1,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0470986,5,4,3,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1
K0471006,1,2,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
K0471032,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K0471052,2,0,0,3,1,0,0,0,0,1,1,1,0,1,1,1,0,0
K0471143,8,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
K0471191,1,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K0471213,8,1,4,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
K0471245,1,7,9,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
K0471302,3,5,2,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0
K0471306,1,10,8,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
K0471326,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0
K0471384,1,4,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
K0471386,2,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
K0471443,1,2,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
K0471532,3,2,9,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
K0471548,3,11,8,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0
K0471584,1,2,9,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0
K0471609,8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K0471615,1,0,0,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0
K0471742,1,5,9,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
K0471748,3,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K0471844,1,5,11,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
K0471855,8,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
K0471892,3,2,8,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
K0471922,3,1,11,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
K0471927,9,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
K0471939,1,2,3,5,0,1,1,0,0,0,1,0,0,1,0,1,1,1
K0471956,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
K0471984,1,2,6,2,1,1,1,0,0,0,1,1,0,1,0,0,1,1
K0471989,1,997,0,3,1,1,1,0,0,0,1,0,1,1,1,1,1,1
K0472023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0472056,9,8,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
K0472163,2,1,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
K0472217,3,9,2,4,1,1,0,1,1,0,1,0,1,0,0,0,1,0
K0472234,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
K0472247,8,3,9,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
K0472278,1,2,5,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0
K0472294,1,4,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1
K0472309,4,3,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
K0472395,2,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
K0472443,4,1,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
K0472482,2,3,10,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
K0472487,2,0,0,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0
K0472509,1,4,6,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
K0472545,1,2,3,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0
K0472558,2,1,8,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0
K0472602,8,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
K0472668,3,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
K0472709,6,2,5,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
K0472791,6,9,10,2,1,1,1,1,0,0,1,1,1,0,0,1,1,1
K0472829,2,1,6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
K0472834,9,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K0472836,8,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K0472888,4,1,8,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
K0472962,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
K0472975,6,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
K0473083,2,5,1,2,1,1,1,0,1,0,1,1,1,0,1,1,1,1
K0473085,1,2,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1
K0473231,11,2,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
K0473245,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
K0473273,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K0473306,1,3,11,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1
K0473310,1,9,8,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0
K0473427,7,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
K0473435,2,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
K0473442,1,6,8,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
K0473448,9,5,2,4,1,1,0,1,1,0,1,1,1,1,0,1,1,1
