,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
P0363719,1,2,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0
P0363933,3,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
P0363934,3,1,9,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
P0363957,3,2,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
P0363964,2,3,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0
P0364014,2,1,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0364160,3,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
P0364164,2,1,10,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
P0364489,1,2,8,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1
P0364617,1,4,2,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0
P0364682,3,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0364695,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
P0364733,1,2,8,6,1,1,1,0,0,0,1,1,1,1,1,1,1,1
P0364978,9,8,3,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
P0365155,2,1,6,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
P0365253,1,9,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
P0365702,2,1,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0365716,1,3,9,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
P0365764,2,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
P0365882,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0365913,1,2,6,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
P0366225,3,8,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
P0366386,8,1,4,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1
P0366504,5,1,2,2,1,0,0,0,1,0,1,0,1,1,0,1,0,1
P0366562,1,2,9,2,1,1,1,1,0,0,1,0,0,0,1,0,1,1
P0366568,2,1,3,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
P0366689,8,3,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0366696,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
P0366842,1,3,2,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0
P0367139,3,2,6,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
P0367156,4,1,8,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
P0367271,2,10,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0
P0367273,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
P0367327,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
P0367597,1,2,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
P0368149,2,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P0368306,1,9,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
P0368622,7,2,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0
P0368695,2,1,10,2,1,0,1,0,0,0,1,1,0,1,0,1,0,0
P0368714,2,1,8,6,1,0,0,1,1,0,1,0,1,1,1,1,0,0
P0368789,3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
P0368791,3,2,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0
P0368822,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
P0368919,2,3,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
P0369142,3,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1
P0369154,4,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0369187,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
P0369218,2,3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
P0369325,3,10,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
P0369334,1,3,2,2,1,0,0,1,0,0,1,1,0,0,0,1,1,0
P0369575,2,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P0369590,2,1,0,6,1,0,1,0,0,0,1,1,0,0,0,0,0,1
P0369827,1,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P0369832,1,8,4,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1
P0369866,5,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
P0369907,9,11,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
P0369929,2,1,5,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
P0369948,1,2,3,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
P0370365,1,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
P0370376,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
P0370550,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
P0370706,3,8,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
P0370874,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P0370904,3,4,8,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0
P0370965,3,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
P0370975,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0371107,3,8,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0371170,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0371345,4,8,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
P0371406,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P0371640,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
P0371644,3,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0371645,1,2,8,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
P0371656,1,4,3,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0
P0371708,1,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0371738,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P0371783,2,3,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
P0371805,2,4,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0371849,2,4,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0371863,1,6,997,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
P0372224,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
P0372275,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P0372332,1,4,9,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
P0372370,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0372389,8,3,9,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1
P0372401,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
P0372410,8,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
P0372430,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
P0372432,2,10,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0
P0372456,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
P0372524,1,8,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0
P0372583,2,1,0,3,1,1,0,0,0,0,1,1,0,0,0,1,1,0
P0372687,5,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
P0372778,1,8,3,2,1,0,0,1,1,1,1,0,0,0,1,0,1,0
P0372780,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P0372830,1,4,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0
P0372834,10,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
P0372841,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0372965,4,2,3,6,0,1,1,1,1,1,0,1,0,0,1,0,0,1
P0372984,2,6,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0373298,1,2,6,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0
P0373347,3,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0373355,2,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P0373480,8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0373494,2,3,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
P0373518,1,2,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
P0373682,3,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
P0373794,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
P0373833,8,3,9,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
P0373947,2,6,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
P0374023,1,2,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
P0374074,3,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
P0374099,2,3,1,2,1,0,1,1,1,0,1,0,1,0,0,0,0,0
P0374219,2,9,8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P0374225,2,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0374320,4,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
P0374321,9,3,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
P0374327,2,3,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
P0374415,1,2,6,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P0374486,6,8,5,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
P0374489,1,2,6,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1
P0374514,1,2,3,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
P0374649,3,2,8,4,1,1,0,1,0,1,1,0,0,0,1,0,1,0
P0374686,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0374720,1,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0
P0375104,2,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0375154,1,2,4,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1
P0375226,1,8,9,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0
P0375428,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
P0375472,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
P0375701,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
P0375736,3,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P0375854,3,8,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1
P0375990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0376294,8,1,2,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0
P0376386,1,2,8,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
P0376387,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0376486,1,2,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0376534,5,1,2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0
P0376612,1,8,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
P0376662,3,8,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P0376676,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
P0376685,3,8,9,4,1,0,0,1,1,1,1,1,1,0,0,0,1,1
P0376750,8,9,1,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0
P0376865,3,1,8,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
P0376920,1,9,5,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0
P0376978,3,9,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
P0377061,2,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0377229,2,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
P0377273,2,9,8,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
P0377301,8,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
P0377373,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
P0377565,3,1,0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0
P0377657,2,3,8,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
P0377770,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
P0377936,1,8,9,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
P0377983,8,3,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
P0377996,1,2,4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
P0378038,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0378136,9,1,2,3,1,1,1,0,1,0,1,0,1,0,1,1,0,1
P0378148,3,6,1,2,0,1,1,1,1,0,1,1,1,0,0,1,0,1
P0378188,9,8,2,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
P0378289,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0378414,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0378449,2,8,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P0378506,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0378590,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
P0378723,1,2,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
P0378908,1,6,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
P0379312,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P0379335,3,8,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1
P0379422,9,8,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
P0379425,1,3,2,2,1,1,0,0,1,0,1,0,0,1,1,0,0,0
P0379490,2,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
P0379497,1,2,6,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1
P0379555,4,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
P0379592,2,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
P0379594,1,2,3,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0
P0379824,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0380075,3,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P0380234,3,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
P0380827,3,1,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1
P0381000,3,1,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
P0381078,3,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
P0381133,8,9,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
P0381538,6,3,8,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0
P0381758,2,1,8,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
P0381893,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0381934,3,2,8,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
P0381935,1,2,9,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0
P0381997,3,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1
P0382059,4,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
P0382098,2,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
P0382172,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
P0382180,1,3,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
P0382273,9,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
P0382284,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0382329,9,8,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
P0382470,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P0382527,1,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0382568,1,2,6,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0
P0382572,11,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
P0382595,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P0382635,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0382897,9,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
P0382943,1,9,6,6,1,1,1,1,1,0,1,1,1,0,0,1,0,0
P0382951,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0382983,3,1,4,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0
P0383014,2,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P0383108,4,3,9,3,0,0,1,1,1,1,0,0,0,1,0,1,0,0
P0383131,2,1,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
P0383241,9,8,7,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0
P0383306,2,3,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1
P0383459,1,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
P0383513,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P0383531,9,3,7,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0
P0383554,2,1,9,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
P0383612,2,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
P0383880,3,2,9,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
P0384033,8,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0384075,8,9,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0
P0384124,8,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
P0384145,8,9,2,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
P0384206,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0384281,8,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1
P0384332,2,5,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
P0384351,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0384407,9,2,3,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0
P0384456,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
P0384463,8,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
P0384466,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0384542,2,3,9,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
P0384853,8,3,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0384892,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P0384944,2,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,1,1
P0385048,1,8,9,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1
P0385106,2,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
P0385192,2,4,8,2,1,1,1,1,1,1,1,1,0,0,1,1,0,1
P0385210,3,9,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P0385332,8,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
P0385363,2,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P0385395,2,1,6,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
P0385634,3,9,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
P0385638,10,2,5,4,1,0,1,0,1,0,0,0,1,0,1,0,0,0
P0386089,1,3,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0
P0386107,2,1,5,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1
P0386220,3,8,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
P0386224,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0386229,4,9,5,2,1,0,1,1,0,1,1,0,1,0,1,0,0,0
P0386269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0386361,1,2,9,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
P0386380,2,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
P0386398,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
P0386480,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
P0386494,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
P0386533,1,8,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0
P0386534,3,9,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
P0386616,8,1,9,2,1,1,1,1,0,0,1,1,1,0,0,0,1,1
P0386928,2,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0386938,1,2,9,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1
P0387259,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0387267,1,2,7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
P0387288,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P0387398,3,8,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
P0387457,9,2,10,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
P0387563,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P0387766,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0387848,8,3,7,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0
P0387861,3,8,9,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
P0387904,3,8,2,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1
P0387915,1,4,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0
P0388250,9,3,7,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
P0388335,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0388513,2,10,1,6,0,1,1,1,0,1,0,1,1,1,1,1,1,1
P0388578,9,11,8,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0
P0388647,4,8,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
P0388659,2,1,3,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0
P0388672,2,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
P0388682,3,9,7,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0
P0388942,2,8,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
P0389016,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0389317,2,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
P0389504,4,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
P0389527,2,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P0389620,9,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P0389698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0389712,1,7,9,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
P0389784,2,6,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
P0389800,1,2,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
P0389983,1,4,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
P0389997,2,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P0390421,1,2,3,2,1,0,1,1,0,0,1,1,0,0,0,1,0,0
P0390457,1,2,8,6,1,1,1,1,1,0,1,0,1,1,1,1,1,1
P0390606,9,3,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
P0390674,2,10,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
P0390800,1,4,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
P0390816,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
P0390821,1,9,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P0390831,1,9,2,4,1,0,1,0,0,1,1,0,1,0,0,0,0,0
P0390979,2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0
P0391235,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
P0391830,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
P0392054,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0392106,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0392119,8,3,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1
P0392543,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0393172,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
P0393186,3,1,2,2,1,0,1,1,0,0,1,1,0,0,1,1,1,1
P0393201,2,3,1,4,1,0,1,0,1,0,1,0,0,0,0,0,1,0
P0393371,4,3,5,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
P0393690,3,1,8,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1
P0393746,10,7,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
P0393913,3,1,9,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
P0394030,2,3,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
P0394226,0,0,0,3,1,1,1,0,1,1,1,0,1,0,0,0,1,1
P0394370,1,2,3,2,1,1,1,0,0,1,1,1,0,1,1,1,1,1
P0394553,3,2,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0394780,3,9,8,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
P0394957,3,2,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
P0395098,2,3,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
P0395423,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
P0395535,3,8,4,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
P0395551,2,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
P0396243,8,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
P0396289,2,6,1,2,1,1,1,0,1,1,1,1,0,0,1,1,0,0
P0396690,1,8,9,2,0,0,1,1,1,0,1,0,1,0,0,0,0,1
P0396877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0396902,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
P0397071,2,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1
P0397414,2,3,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1
P0397459,4,8,3,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0
P0397800,3,2,8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
P0397954,3,2,8,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
P0398109,8,10,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1
P0398181,3,2,5,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
P0398407,1,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
P0398621,3,6,4,2,0,0,0,0,0,1,1,0,1,0,0,1,0,1
