panel_id,Major OTT,Minor OTT,YouTube,쇼핑,스포츠,cluster
K0445863,0.169982,0.053544,13.28777,9.481481,0,0
K0445886,0.305591,0,7.14822,2.666667,0,1
K0445925,0.01192,0,0.389826,10.37037,0,0
K0445990,8.83E-05,0.004201,15.87433,1.625,0,1
K0446004,1.636177,0,18.22989,2.227273,0,1
K0446060,40.0627,0,2.259151,5.444444,0,0
K0446097,0.670034,0.004776,11.75511,10.55556,0.000495,0
K0446164,0.006036,0.003536,27.18558,6.48,0,1
K0446178,14.57582,0,12.9114,4.043478,0,0
K0446271,0.610603,0.06618,9.499803,8.592593,0,0
K0446343,0.474718,0.056702,16.8737,16.2963,0,2
K0446352,1.975772,0,9.182707,10.40741,0,2
K0446384,4.537853,0.045821,5.095701,9.230769,0,0
K0446400,0.002385,0,0.249174,12.7037,0,0
K0446403,0.520612,0.205405,23.46411,1.692308,0,0
K0446459,0.15241,0,0.074601,20.44444,0,2
K0446478,10.08332,0,22.86442,4.192308,0,1
K0446637,0.017945,0,0.96861,29.5,0,2
K0446718,1.084225,1.099698,43.77381,6.148148,0.124184,0
K0446732,3.366057,0,0.972923,17.7037,0,0
K0446760,0.040754,0.433963,6.994799,46.11111,0.06067,2
K0446898,7.944961,0,0.39756,9.592593,0,1
K0447003,1.384727,0,6.397685,4.173913,0,0
K0447269,1.411568,0.00035,7.429084,1.722222,0,1
K0447352,4.889691,0,6.619846,5.333333,0,0
K0447403,0.031352,0,1.236251,12.22222,0,1
K0447417,0.068786,0.023488,8.519694,1.736842,0,1
K0447570,1.313892,0.104992,3.356952,5.16,0,0
K0447589,0.196986,0.319929,4.088603,29.81481,0,0
K0447625,0.386245,0,2.781594,18.2963,0,1
K0447638,0.046436,0.260131,11.95428,1.454545,0,1
K0447690,2.566461,0,2.389298,4.666667,0,1
K0447699,0.004667,0,0.088999,11.85185,0,0
K0447732,0.568724,0,1.130591,6.076923,0,0
K0397966,1.308941,0,4.977643,11.77778,0,0
K0397970,7.695665,0,2.270345,1.7,0,0
K0398012,1.229961,4.075103,30.24715,2.521739,0,0
K0398102,0.79175,0.910675,11.06668,3.8,0,0
K0398230,4.521406,0,6.862872,29.22222,0,2
K0398545,0.820421,0,0.128982,3.384615,0.117811,1
K0398652,0.027909,0,6.141959,4.576923,0,0
K0398724,14.12398,0,1.153016,20,0,1
K0398800,5.680701,0,7.099021,1.272727,0,1
K0399393,2.36272,0,11.44623,18.88889,0,1
K0399576,22.96847,0,3.647551,16.11111,0,0
K0399640,1.609217,0.196876,1.194842,13.51852,0,0
K0399754,7.100075,0.055706,5.354011,13.37037,0.121271,2
K0399892,0.000706,2.827573,20.77659,9.074074,0,1
K0399917,15.0241,0.042693,6.978827,8.222222,0,2
K0399939,0.118659,0,0.137505,37.77778,0,2
K0399992,7.70277,0.871032,4.751034,21.18519,0,2
K0400067,0.516601,0,2.826774,19.18519,0,3
K0400076,8.378711,0.075518,11.15771,6.653846,0,3
K0400451,0.036453,3.540619,9.285989,9.111111,0,0
K0400509,26.7348,0,11.08583,11.59259,0,0
K0400542,0.300964,0,8.156112,1.6,0,0
K0400652,0.341677,0,30.89816,11.62963,0,1
K0400671,2.326436,0,20.39887,17.96296,0,0
K0400728,0.044094,0.010289,21.52644,13.2963,0,1
K0400843,0.069245,0,0.288303,23.07407,0,2
K0400897,0.143189,0,0.666231,14.44444,0,0
K0400952,0.0178,0.007723,13.26813,33.2963,0,2
K0401124,1.251118,0.022529,10.74617,4.111111,0,0
K0401129,0.000942,0,10.01407,1.5,0,1
K0401561,0.007586,0,2.968141,8.111111,0,1
K0401562,1.396223,1.214382,11.76693,73.07407,0,2
K0401948,0.698568,0,0.010236,47.55556,0,2
K0402029,0.028668,0,18.76374,6.111111,0,3
K0402149,1.539731,0.671066,9.543131,19.14815,0.116965,2
K0402202,1.113717,0,6.588495,20.23077,0,0
K0402545,0.008896,0,0.082777,6,0,1
K0402769,1.052182,0,0.305649,12.92593,0,0
K0403217,21.6965,0,13.46985,21.04,0,2
K0403246,1.833249,0,4.170069,17.15385,0,2
K0403255,12.01209,0,3.567471,7.925926,0,0
K0403278,0.054899,0,0.190734,17.62963,0,0
K0403389,0.451614,0,11.66002,14,0,0
K0403498,0.053901,0,19.15483,1.571429,0,0
K0403524,5.233542,7.209669,29.48745,9.62963,1.195669,0
K0403640,0.212162,0.042579,29.86653,10.37037,0,1
K0403667,5.15283,0,4.211545,6.740741,0,1
K0404210,4.458849,0,0.432084,17.14815,0,2
K0404297,4.227413,0.000644,45.28708,8.074074,0,1
K0404369,0.844928,3.45763,0.085725,16.07407,0,0
K0404377,0.000548,0.011892,0.155209,10,0.705167,0
K0404402,5.014878,0.000403,0.464769,8.740741,0,2
K0404406,0.009178,0,12.88948,2.3125,0,1
K0404437,9.253571,2.808814,4.070051,11.25926,0.513977,2
K0405356,0.012187,1.850995,34.63743,29.96296,0,1
K0405924,10.56676,0,0.806128,12.69231,0,1
K0406227,2.942865,0.078222,11.76827,2.458333,0,0
K0406516,1.279908,0.00779,2.29942,9.851852,0,0
K0406669,1.615639,1.983351,9.666529,7.888889,0,1
K0407867,1.990988,1.065616,4.843909,4.185185,0,0
K0407960,0.086072,0,18.41736,18.7037,0.191638,2
K0407996,1.401474,0,3.070233,10.81481,0.060096,0
K0408100,0.071704,0,3.273328,15.88889,0,1
K0408712,0.0036,0,0.04282,4.1875,0,1
K0408888,3.977705,0,20.73383,19.33333,0,3
K0408944,0.001126,0,8.722826,16,0,0
K0409484,0.386536,0,33.71749,11.96296,0,1
K0409620,6.018715,0.245513,10.31106,6.769231,0,2
K0409828,2.41968,0.751345,42.62248,10.44444,0,1
K0410041,1.845058,0,15.52316,7.074074,0,0
K0410298,2.476204,0.2275,22.81317,12.85185,0,1
K0410402,0.915542,0.408574,12.53448,5.894737,0.105346,1
K0410568,0.023576,0,12.3644,9.444444,0,0
K0410602,0.718248,0,18.9909,1.428571,0,1
K0410676,1.164659,0,17.73102,3.925926,0.892359,0
K0410819,0.394245,0,15.13444,4.307692,0,1
K0411019,0.023157,0,0.043971,64.96,0.07415,2
K0411076,2.881053,0,2.209135,13.85185,0,1
K0411088,0.416806,0,6.846012,1.692308,0.260274,1
K0411155,0.756913,0,0.775393,27.74074,0,2
K0411168,1.290475,0,34.71007,4.136364,0,1
K0411190,0.553721,0.007883,5.011667,8.153846,0,0
K0411241,0.149976,0.417653,1.339399,16.81481,0,0
K0411289,0.263629,0,4.719862,15.7037,0,3
K0411514,1.715916,0,6.282688,8.592593,0,3
K0411555,1.528738,0.016859,0.945991,6.592593,0,1
K0411589,1.23964,0.333873,14.48707,19.22222,0.849812,1
K0411711,0.005111,0,3.515227,1.666667,0,1
K0411738,0.004366,0,0.22528,20.84615,0,1
K0412009,0.005114,0,7.596722,22.18519,0,2
K0412010,0.652117,0.044592,0,1.55,0,1
K0412032,1.260014,0,0.947881,14.51852,0,1
K0412042,0.022109,0,4.427974,5.925926,0,0
K0412164,9.537796,2.010276,2.335241,9.925926,0,3
K0412200,0.217023,0,0.932544,12.11111,0,0
K0412355,2.626414,0,32.66053,10.18519,0,1
K0412536,0.113366,0.415631,15.38951,8.555556,0,2
K0412584,0.032698,0,1.324493,4.36,0,0
K0412616,8.342747,0.027618,15.37108,1.764706,0,1
K0412789,0.671354,0.016949,4.498481,4.956522,0,0
K0412823,1.413103,0,1.398204,18.03704,0,2
K0412917,0.001315,0,0.348144,3.625,0,0
K0412923,2.404152,0,7.474679,18.66667,0,1
K0413067,0.024866,0,0.751314,16.55556,0,1
K0413145,0.021688,0,3.39816,14.11111,0.017817,1
K0413188,0.004261,0,1.183966,8.888889,0,1
K0413211,3.364617,0,3.013043,6.846154,0.052558,0
K0413221,0.381306,0,29.68205,17.18519,0,3
K0413443,4.498882,1.193412,0.604923,18.48148,0,1
K0413563,17.15279,0.992466,10.481,3.695652,0,0
K0413779,8.361724,0.790828,0.617204,6.666667,0,1
K0413824,1.560139,0,1.814799,14.65385,0,1
K0413842,1.159655,0.000643,9.424506,8.666667,0.01183,0
K0413866,0.378288,0.316483,7.46595,24.51852,0,2
K0413935,0.005426,0,16.56589,8.851852,0,1
K0413949,0.006239,0,13.28122,6.666667,0,1
K0413963,4.531271,0,1.403427,37.62963,0,2
K0413997,0.421105,0,2.617228,7.740741,0,1
K0414211,0.729539,0,0.11208,6,0,2
K0414243,0.000298,0.247633,8.815024,9.074074,0,0
K0414266,3.102233,0.030785,33.22767,1.2,0,1
K0414341,0.584147,0,12.8358,12.88889,0.111534,1
K0414361,0.810049,0.30412,19.39413,27.81481,0,2
K0414367,0.671298,0,5.67911,7.48,0,0
K0414427,10.07654,0,6.772654,7.148148,0,0
K0414530,15.11982,0,2.523533,17.55556,0,1
K0414559,0.161894,0,12.65985,15.74074,0,0
K0414566,0.038545,0.094274,4.035768,33.22222,0,0
K0414571,0.014831,0,3.882576,11.66667,0.012103,1
K0414578,1.378299,1.58719,15.50151,6.296296,0,0
K0414589,0.049484,0,0.598793,9.923077,0,0
K0414777,1.777624,0,2.91738,16.25926,0,2
K0415111,0.11199,0,2.813393,6.333333,0,1
K0415299,3.946203,0.548391,4.098017,0,1.657922,1
K0415348,1.884486,0,5.339437,56.48148,0,2
K0415529,0.199879,0,0.374356,17.03704,0,0
K0415632,0.004591,0.480646,5.622815,46.96296,0,0
K0415670,0.474947,0,1.166958,26.22222,0,0
K0415681,0.175598,0,3.044464,11.85185,0,1
K0415845,2.552301,0,16.52715,15.51852,0,1
K0415933,0.057888,0,1.563251,6.962963,0,2
K0416033,1.19781,0,15.28973,3.5,0,1
K0416072,13.32825,0,4.950957,7.703704,0,0
K0416102,0.021754,0.002621,1.398957,32.03704,0.36521,2
K0416147,2.030511,0.019408,4.969479,4.72,0,0
K0416343,1.876734,0.026896,1.594686,15.44444,0.393525,0
K0416551,14.34911,0,1.95018,2.416667,0,1
K0074092,0.001695,0,0.092114,26.7037,0,2
K0074590,0.000434,0,0.05285,6.384615,0,0
K0075016,0.047854,2.180279,2.464634,41.59259,0,2
K0075320,3.548966,1.666546,1.179813,13.11111,0,0
K0075891,2.492176,2.45758,0.159206,1.4375,0,1
K0075939,0.058848,0,0.588004,11.22222,0,3
K0075995,2.809633,0.148608,1.949515,59.22222,0,2
K0076157,0.247096,0,2.025694,15.7037,0,0
K0076228,8.395567,1.269414,3.635177,1.933333,0,0
K0076619,1.402406,0.550124,5.427282,13.4,0.038488,0
K0077131,1.313016,7.269732,2.717571,5.538462,0,0
K0077709,1.605144,0,7.200068,24.2963,0,2
K0077728,0.09359,0.143132,3.792322,32.33333,0,2
K0078141,0.497132,0.430685,2.463906,6.217391,0,1
K0078162,1.105915,0.365573,9.418825,12,0,0
K0078890,1.515816,0.024889,13.6262,9,0,0
K0078977,0.059141,0.482908,32.02401,8.185185,0.35669,1
K0079154,0.164899,0.001209,7.424645,65.33333,0,2
K0080138,5.546683,0,2.615126,24.85185,0,2
K0080768,0.509344,0.040454,0.673535,15.37037,0,0
K0081383,0.053416,0,0.514415,3.88,0,0
K0082177,0.003225,0,12.8313,1.111111,0,1
K0082856,0.422114,0.04729,0.874167,14.85185,0,0
K0083058,0.103789,0,0.93551,40.7037,0,2
K0083136,2.017977,3.055955,6.575168,6.592593,0,0
K0083365,0.903002,0,0.337781,4.740741,0.543614,3
K0083801,3.04571,0.28028,28.74858,6.888889,0.036163,1
K0083805,13.74166,0,1.759164,10.51852,0,0
K0084128,3.159992,0.050307,2.784532,16.66667,0,2
K0084215,0.046634,0,8.049807,14.55556,0,2
K0084232,9.748929,0,5.391587,1.533333,0,1
K0084305,1.767458,0,4.864672,2.5,0,1
K0084507,0.01007,0,14.06242,37.55556,0,2
K0084709,0.04686,0,0.714051,13.07407,0,3
K0084953,2.713778,0,2.926354,18.77778,0,2
K0084967,3.098498,2.197188,26.8468,30.66667,0,3
K0085046,1.366675,0,1.658959,28.96296,0,1
K0085087,0.106146,0.850328,0.894047,1.333333,0,1
K0085180,26.40894,0.637901,0.111111,31.92593,2.672882,2
K0085203,1.223125,0,5.618195,21.77778,0,1
K0085353,1.042007,0,25.61039,8.37037,0,1
K0085604,1.168477,0,1.422859,3.608696,0,1
K0085630,0.030752,0.070137,11.3582,9.666667,0,2
K0085854,0.064792,0,0.048567,30.2963,0,0
K0085962,4.091998,0,36.55192,1.375,0,1
K0086083,0.439661,0,0.638306,3.1,0,1
K0086095,0.274578,0.355296,4.818878,4.692308,0,1
K0086107,0.000409,0,33.19117,5.038462,0,1
K0087299,5.193093,1.389122,0.771144,12.77778,0,0
K0087522,1.169312,0,37.33319,21.07407,0,2
K0087541,0.341916,0.028545,4.63626,13.2963,0,0
K0087577,0.699526,0,31.57112,9,0,0
K0087857,0.011175,0,0.041393,65.03704,0,2
K0087930,1.100959,0.65751,13.38549,5.555556,0.323761,0
K0087985,1.176405,0,4.55395,19.18519,0,2
K0088416,0.128193,0,0.244576,5.444444,0,1
K0088512,48.48729,0,22.86151,3.230769,0,1
K0088565,7.676716,0.023958,35.7728,2.368421,0,1
K0088592,0.002553,0,7.641949,18.14815,0,2
K0088700,0.045043,0,39.38432,15.59259,0,1
K0088878,0.016281,0,4.202053,17.22222,0,0
K0088894,0.896513,0.067969,9.059069,6.307692,0,0
K0088972,0.495144,0,29.17422,13.53846,0,0
K0089013,2.84207,0,8.675349,2.842105,0,1
K0089027,0.093009,0,0.923,5.884615,0,0
K0089046,0.062835,0,3.10805,8.88,0,3
K0089143,0.074521,0,8.502953,10.62963,0,2
K0089537,4.726167,9.689225,17.55839,18.85185,0,0
K0089556,0.305123,0,2.151915,17.59259,0,0
K0089801,1.214408,2.160192,13.42894,4,0,1
K0090100,10.80377,0.724956,0.399627,9.961538,0,1
K0090279,2.851247,0,0.088527,7.346154,0,1
K0090867,2.185607,0.028854,17.86676,6.076923,0,1
K0090984,0.358259,0.005248,11.78192,29.51852,0,2
K0091255,0.030588,0,4.049131,36,0,0
K0091355,1.42178,0.016564,24.14372,7.888889,0,1
K0092087,0.054893,0,1.407878,11.40741,0,0
K0092202,1.34171,0,5.509035,17,0,0
K0092358,0.358179,0.042735,6.13675,3.478261,0,3
K0092367,0.048588,4.603397,7.704727,2.72,0,0
K0092555,2.813416,0,0.356336,26.62963,0,2
K0092649,2.153991,0.269258,24.87998,7.074074,0,1
K0092717,0.017115,0,5.542144,3.888889,0,0
K0092734,0.527983,0,0.531714,11.03704,0,0
K0092930,0.498794,0,7.033034,9.444444,0.027016,2
K0092973,0.531157,0,5.10468,9.740741,0,2
K0093012,0.317987,0,25.36839,2.962963,0,3
K0093036,0.800088,0,11.48734,17.7037,0,2
K0093133,2.454389,0,10.90761,12.22222,0,0
K0093198,0.973087,0,9.076557,12.55556,0,0
K0094094,0.358468,0,1.971171,17.55556,0.010441,0
K0094132,3.635138,0,43.90666,16.14815,0,3
K0094187,6.520592,0,0.144799,10.51852,0,0
K0094218,1.365209,0,14.2802,11.55556,0,0
K0094689,0.390591,0,2.889799,27.55556,0,0
K0094769,0.389747,0,21.88368,7.592593,0,1
K0094927,0.723447,0,32.99509,26.62963,0,3
K0095277,0.049871,0,0.857156,8.038462,4.39789,0
K0095293,3.45984,0,11.99482,3.65,0,1
K0095335,3.413598,0.752488,9.06911,2.285714,0,1
K0095493,0.172561,0,12.2906,17.96296,0,0
K0095582,1.226665,0,43.44386,12.62963,0,3
K0095610,0.529126,0.421383,15.7043,44.11111,0.185905,2
K0095707,0.037436,0,5.978519,6.153846,0,0
K0095719,0.925534,0,22.36057,6.62963,0,1
K0096014,0.072185,0.058652,10.38543,17.18519,0,2
K0096186,2.41244,9.183492,37.27923,3.925926,0,0
K0096290,2.705404,1.750979,6.584432,9.814815,0,0
K0096367,0.119749,0,0.052332,14,0,0
K0096715,0.426144,0,5.216993,17.88462,0,2
K0096796,0.035325,0,11.92044,5.894737,0,1
K0096960,3.499411,0.000336,0.170168,18.11111,0,0
K0096966,0.792286,0,15.68271,8.730769,0,0
K0097077,0.237666,0,7.200883,3.222222,0,0
K0097133,0.576894,0,4.757539,2.555556,0,0
K0097149,0.29763,0,0.088344,33.74074,0,2
K0097355,1.904689,0.395109,13.25521,2.15,0,1
K0097501,0.077381,0,10.04319,17.88889,0,0
K0097523,0.637088,0,12.57566,5.777778,0,0
K0097614,0.953489,0,7.031163,8.962963,0,1
K0097842,5.849699,0.676526,6.523753,4.555556,0.003096,0
K0097927,3.800321,0,7.30155,7.333333,0,1
K0098194,3.412454,0,8.831506,25.33333,0,3
K0098265,0.266478,0,3.077798,2.636364,0,0
K0098515,0.519289,0,10.52769,15.44444,0,2
K0098633,2.007963,1.113332,18.97591,1.9,0,0
K0098662,0.239937,0,4.499445,6.555556,0,1
K0098671,2.412366,0,0.597359,1.692308,0,1
K0098714,4.337251,0.225657,0.24242,13.92593,0.143702,2
K0098963,1.106846,0,12.91956,18.11111,0.007905,0
K0099000,8.843627,0,2.660892,5.962963,0,0
K0099087,5.794612,0,11.45915,5.192308,0,0
K0099164,1.150532,0,5.621116,20.77778,0,1
H0220431,0.540625,0.361998,33.43096,29.18519,0.2511,2
H0221196,3.071468,0,13.77348,9.074074,0,2
H0221224,0.30953,0.5521,3.63382,44.85185,0.60363,3
H0221380,0.007301,0.120034,8.834652,19.44444,0,0
H0221885,0.076626,0,0.150851,20.14815,0,0
H0221920,1.894329,0,5.64344,5.6,0,1
H0222096,0.478109,0.129467,0.249343,39.44444,0.308489,2
H0222415,3.928589,0,1.217404,6.592593,0,2
H0222486,1.419429,0,2.466607,1.571429,0,1
H0223118,0.238616,0.480547,13.65152,7.407407,0,1
H0223338,0.002052,0,12.42008,8.222222,0,2
H0223508,0.321234,0,5.851083,7.296296,0,1
H0223750,2.130978,0.048602,7.093759,25.33333,0,2
H0224341,4.466675,0,1.367422,5.038462,0,2
H0224384,0.462791,0.362348,18.5649,24.59259,0,0
H0224578,1.017104,0.003748,7.17947,9.444444,0,2
H0224592,0.0329,0,0.443738,6.814815,0.657581,0
H0224621,0.881893,0,4.876755,24.7037,0,2
H0224714,0.002628,0.014816,10.39701,2.615385,0,1
H0224760,1.222121,0,7.183053,2,0.270605,0
H0224911,1.319203,0,2.575732,6.444444,0,3
H0225081,4.285548,0.714157,14.65671,9.148148,0,0
H0225212,0.191105,0,7.697286,8.192308,0,1
H0225343,0.000665,0.369951,0.582557,41.07407,0,2
H0225709,3.385022,0,0.297491,4.916667,0,0
H0225726,1.907748,0,0.949969,12.2963,0,1
H0225833,1.292528,0,26.06328,19.88889,0,1
H0225864,0.927632,0.002543,23.07948,14.2,0,1
H0225979,0.026457,0,0.124622,3.68,0,1
H0226073,0.880017,0.039713,16.712,3.521739,0,0
H0226102,0.010993,0,0.086903,9.481481,0,0
H0226138,1.00883,0,0.028714,1.733333,0,1
H0227075,2.212159,0.572924,9.649131,13.81481,0.144248,0
H0227309,5.170605,0,1.323038,21.40741,0,1
H0228551,0.057673,0,1.437851,8.111111,0,3
H0228876,0.012518,0,7.299193,15.88889,0,1
H0228917,0.180288,0,7.310086,5.576923,0,0
H0228966,0.007463,0.305685,1.836741,10.88889,0,3
H0228976,0.03224,0,0.219603,8.888889,0,2
H0229230,0.009508,0,1.606856,46.81481,0,2
H0229245,0.016629,0,0.531222,4.24,0,0
H0229471,2.276637,0,1.915831,23.7037,0,2
H0229768,0.007387,0,5.478278,2.521739,0,0
H0230079,0.198708,0,10.52668,7.68,0,1
H0230356,4.253426,13.03155,7.544862,1,0,0
H0230615,0.881549,0,0.450749,12.51852,0,3
H0230897,1.267755,0.186231,18.69283,9.592593,0,2
H0231212,0.010364,0.126568,2.329186,6.692308,0,0
H0231287,3.244971,0,5.363099,3.888889,0,0
H0231332,11.60562,4.266609,9.478413,3.384615,0,0
H0231411,0.021105,0,0.071295,13.59259,0.009796,2
H0231459,0.008257,0,0.479783,14.88889,0,0
H0231871,0.251271,0,0.073877,4.92,0,0
H0232356,0.152917,0,1.135405,15.55556,1.03039,0
H0232424,0.676214,0,3.394955,52.07407,0,0
H0232468,3.067743,0,2.23642,4.481481,0,2
H0232655,1.373288,0,0.111112,4.346154,0,0
H0232822,0.273049,0.425815,11.67335,8.962963,0,1
H0232834,0.374496,0.732827,0,3.1875,0.041331,0
H0232844,0.996375,0,0.77428,34.33333,0,0
H0232855,0.049652,0.436761,0.451755,26.14815,0,3
H0233234,0.031611,0,0.08686,1.7,0,1
H0233461,0.007561,2.568248,5.678996,3.36,0,0
H0233651,1.717618,0,0.024203,2.304348,0,0
H0233837,1.851117,0.030842,8.663085,5.148148,0,0
H0233876,0.120191,0,0.944166,1.857143,0,3
H0234055,0.007979,0,0.054045,1,0,1
H0234180,0.95326,0.437351,0.001095,11.51852,0,3
H0234184,0.224881,0,0.467945,15.15385,0,0
H0234231,0.067067,0.086439,1.462588,12.40741,0,1
H0234408,4.739124,8.486537,9.346896,19.33333,0,0
H0234538,4.873007,0.104738,31.6284,6.481481,0,0
H0234900,1.74743,0.555048,6.778492,7.666667,0,0
H0235022,0.190527,0,0.025485,1,0,1
H0235478,0.231268,0.027935,1.545493,15.74074,6.094171,0
H0235501,2.001721,0.040145,0.006339,19.2963,0,0
H0235654,0.019282,0,7.692363,2.222222,0,0
H0235825,2.545,0.334364,1.305784,11.875,0,0
H0235834,1.067692,0.374338,0.875388,9.666667,0,1
H0236130,0.844543,0,4.476417,17.37037,0,2
H0236302,0.005803,3.389765,14.50046,1.142857,0,1
H0236425,12.37802,0.203391,0.588993,11.77778,0,0
H0236558,0.759086,0,0.461307,1,0,0
H0236580,0.230976,0,0.218695,9.222222,0,1
H0236679,1.073256,0,1.149878,14.25926,0,0
H0236684,4.406658,0,18.6798,4.192308,0,1
H0236691,1.243727,0,1.137889,21.96296,0,0
H0236722,0.070036,0,8.977407,46.33333,0,0
H0236987,5.437277,0,0.351138,18.2963,0,2
H0236993,1.923024,0,1.803064,11.25926,0,0
H0237176,4.644646,0,0.862512,8.84,0,0
H0237215,2.364155,0,0.844923,2.368421,0,1
H0237279,4.477155,1.606777,17.41394,5.925926,0.578637,1
H0237539,0.036729,0,1.513194,12.59259,0,1
H0237700,0.728233,0,27.88725,0,0,1
H0237709,1.002639,0,24.56871,16.81481,0,2
H0237816,0.045023,0,0.061439,24.14815,0,1
H0238267,0.124353,0,5.027409,3.666667,2.405158,0
H0238350,0.033646,2.292811,3.646405,8.444444,0,1
H0238836,0.217277,0.029138,15.80628,19.2963,0,0
H0238992,1.076793,0,2.408484,40.40741,0,0
H0239089,0.336943,0,1.542165,4.888889,0,1
H0239178,0.003628,0.002801,4.174287,25,0,3
H0239180,1.69608,0,6.974701,33.07407,0,3
H0239227,4.310983,0,0.300366,1.333333,0,0
H0239623,0.040891,0,12.0984,10.92593,0,0
H0239978,2.930268,0,3.093032,9.37037,0,0
H0240624,0.882828,0,1.106127,60.25926,0,2
H0240953,0.694679,0,0.013109,8.615385,0,0
H0240985,0.06771,3.82715,1.1574,1,0,0
K0545618,0.028918,0,28.76338,10.03846,0,0
K0545647,0.279885,0,4.749994,0,0,1
K0545654,1.468301,0,0.757868,14.03704,0,1
K0545686,0.000823,0,3.030354,5.962963,0,1
K0545695,4.114851,2.894508,0.395551,8.740741,0,0
K0545808,0.586869,2.021213,1.2266,10.07407,0,0
K0545837,0.778518,0,10.24221,5.454545,1.300392,0
K0545950,10.98671,0.220717,14.02781,2,0,1
K0546089,1.461794,0,0.107846,7.333333,0,0
K0546104,0.490213,1.481428,22.75069,2.555556,0,1
K0546131,2.855931,0.026244,10.10245,7.111111,0,0
K0546155,6.780376,0,0.638402,4.925926,0,0
K0546169,5.196237,0.667938,23.58692,9.769231,0.006305,1
K0546171,8.272123,3.740756,62.77938,13.76,0,1
K0546214,0.615351,0.262926,23.84381,1.882353,0.040374,1
K0546336,0.73564,0,0.422597,40.85185,0.318386,2
K0546360,1.109421,0,10.40606,42.77778,0,2
K0546411,0.045404,0.18461,13.19123,1.733333,0,1
K0546478,1.219905,0.419687,14.61999,2.545455,0,0
K0546488,1.602557,0.071836,5.382089,1.647059,1.351675,0
K0546545,0.904346,0,9.669823,2.9,0,0
K0546641,3.701275,0,11.58332,8.888889,0,0
K0546685,3.120882,0,6.611753,6.208333,0,0
K0546770,0.825001,3.636176,22.19745,1.363636,0,1
K0546918,1.288848,0.084558,20.48587,2.04,0,0
K0546922,0.210607,0,6.510541,9.481481,0.611167,0
K0546925,5.549736,1.028996,6.732083,20.14815,0,0
K0546938,3.481006,0.116874,5.063904,5.481481,0,1
K0546954,1.955826,0.303657,0.627873,9.962963,0.401397,0
K0546957,3.84615,0.012637,5.685339,6,0,0
K0547019,3.625395,0,5.327209,29.77778,0,0
K0547045,2.06889,0.021204,5.016371,6.407407,0.161323,0
K0547067,0.002694,0.022545,7.801804,3.714286,0,1
K0547119,0.062842,0.108301,44.11981,3.3,0,1
K0547122,2.062792,0.495531,9.167649,4.48,0,1
K0547129,0.475048,1.148086,27.22371,15.03704,0,1
K0547137,9.848096,3.65697,25.7443,3.217391,0,1
K0547174,3.894942,0.384989,13.30666,6.407407,1.083296,1
K0547194,6.21274,0,0.19242,7.703704,0,1
K0547269,0.297267,0.031842,4.8657,7.074074,0.001232,2
K0547316,1.017637,0,10.96632,11.85185,0,0
K0547319,0.010626,0,15.05861,2.5625,0,2
K0547320,13.17051,0,14.69649,4.555556,0,0
K0547326,0.952784,0.363834,12.59682,9.481481,0,1
K0547364,0.372933,0,1.439815,11.11111,0,2
K0547392,0.198849,0,4.992484,7.074074,0,1
K0547457,2.74364,0.217959,17.97135,6.481481,0.808879,0
K0547486,0.543479,0,7.201119,10.88,0,0
K0547494,0.855389,0,7.750269,11,0,0
K0547504,0.016491,0,11.29034,14.07407,0,3
K0547537,0.397777,0,10.42033,6.740741,0,0
K0547616,0.043798,0,4.348689,8.888889,0,1
K0547657,0.820026,0,5.171818,2.85,0,0
K0547691,0.340386,0.012102,6.271085,8.185185,0,0
K0547734,0.354196,6.100256,27.98913,3.083333,0,1
K0547738,0.005991,0,26.86833,3.1,0,1
K0547808,0.042743,0,5.580117,3.84,0,0
K0547832,0.431945,0,6.255037,26.55556,0,2
K0547895,10.2797,0.000155,0.260317,9.222222,0,1
K0547919,0.875857,0,0.213516,11.66667,1.360176,0
K0547988,0.009084,0,0.842455,17.40741,0,0
K0548089,0.005678,0,0,3.115385,0,0
K0548094,5.096128,1.184202,6.371594,14.77778,0,0
K0548151,0.481903,0.07725,12.69826,28.81481,0,2
K0548180,2.193052,0,15.98569,1.933333,0,0
K0548196,0.151458,3.039631,2.84486,12.55556,0,2
K0548220,4.875943,1.989383,1.784187,8,0,2
K0548277,0.336403,0,1.241736,23.22222,0,3
K0548378,18.43999,0,6.415938,14.33333,0.383152,1
K0548379,0.080888,0.059641,0.250065,40.48148,0,2
K0548423,0.086236,0,5.811306,6,0,1
K0548582,0.148692,0.106623,1.185202,7.307692,0.445007,2
K0548587,7.343216,0,7.734229,4.62963,0.002394,0
K0548598,0.905129,0,10.84317,7.653846,0,0
K0548606,0.070703,0,6.556924,8.592593,0,0
K0548611,0.229584,0.30985,10.44371,4.074074,0,0
K0548627,2.335743,0,3.736018,16.55556,0,0
K0548629,0.010779,0,0.149978,82.25926,0,0
K0548658,8.071045,0,4.100925,22.14815,0,0
K0548672,0.237817,0,4.393721,10.2963,0,1
K0548691,0.286296,0.261491,15.41312,8.666667,0,1
K0548720,1.252373,0,5.884225,50.61538,0,2
K0548816,0.010412,0,4.326724,14.2963,0,0
K0548827,12.50481,0,15.19121,5.37037,0,2
K0548886,0.009493,0,25.85422,21.5,0,1
K0548956,11.41562,0.442574,2.938329,12.88889,0,0
K0548963,1.075346,0,6.702101,69.25926,0,0
K0549043,1.192611,0,3.268988,5.192308,0,0
